group,names,scores,logfoldchanges,pvals,pvals_adj
0,AL354733.2,0.83363515,-1.0016572,0.4046193801362571,0.6061359978287981
0,AC021683.5,0.83363515,-1.347992,0.4046193801362824,0.6061359978287981
0,FOXQ1,0.8331044,,0.40489884654963715,0.6061359978287981
0,BLACAT1,0.8256579,-1.2335231,0.4091234971952855,0.6110881212774989
0,AC100847.1,0.82213235,-1.297028,0.41112278879966746,0.6131585216997277
0,AL121768.1,0.8137981,-1.2575316,0.41588241682173865,0.6182938624187025
0,APOBR,0.81247175,-0.9760839,0.4166355613815713,0.6182938624187025
0,AC018809.2,0.81239694,-1.2406381,0.416681172403051,0.6182938624187025
0,CXorf58,0.81231153,-1.0231261,0.41673006327020556,0.6182938624187025
0,AL162586.2,0.8113995,-0.9602072,0.4172563104197461,0.6186157307928037
0,AL589745.1,0.79086334,-1.0147543,0.4291424354274149,0.6338883832014991
0,AC021016.3,0.7768839,-1.8068036,0.4373363003508599,0.6450387910779645
0,AC090948.3,0.76329625,-1.0406859,0.44539583776258684,0.6554758465968902
0,LINC01979,0.7551015,-0.90699095,0.4502992326495703,0.6622047538964269
0,AL450467.1,0.7539725,-1.1149163,0.4509827301805861,0.662722601294028
0,FCRL2,0.7470574,-0.7950714,0.4551444388870374,0.6678568435613168
0,AP003068.1,0.7463631,-1.0943348,0.45555349691459746,0.6679670042736032
0,AC011008.1,0.7420259,-1.1707989,0.458187842114414,0.670846035306609
0,AL132657.1,0.734112,-1.1523318,0.46298503489302456,0.6759148533666097
0,AL353770.4,0.7340842,-1.4789455,0.46300167455612773,0.6759148533666097
0,AC005162.3,0.72964853,-1.0636213,0.4657071521008468,0.6788733995639166
0,LINC02388,0.7212643,-0.8454557,0.47084746609422135,0.6858666658328061
0,AC005618.1,0.7204055,-0.90141577,0.4713768082765909,0.6861380033138149
0,AC021752.1,0.7179662,-1.3475325,0.4728792878973882,0.6878244187598374
0,APBA2,0.70811,,0.47896093338973644,0.6946496495862747
0,AL157911.1,0.68224823,-0.7728693,0.49518313566453964,0.7166181413379735
0,AL354696.1,0.6786674,-1.121635,0.49744436227871647,0.7193700105259818
0,OR1A1,0.6766894,-0.90303254,0.4987049539398879,0.7201515580359392
0,AC240565.1,0.67130774,-0.7974501,0.5021231836337878,0.7229995444695484
0,AC008655.1,0.67130774,-0.82734334,0.5021231836338157,0.7229995444695484
0,NPAP1,0.67130774,-0.62314385,0.5021231836338943,0.7229995444695484
0,CBLN2,0.67130774,-0.69763863,0.5021231836341014,0.7229995444695484
0,AC073842.1,0.66438675,-0.8561066,0.506542202102757,0.728665081140369
0,JSRP1,0.6639923,-1.1153603,0.5067865639331266,0.728665081140369
0,ZG16B,0.66129863,,0.508505162537227,0.7306108657144067
0,AC107959.2,0.657468,-1.1462905,0.5109718332897872,0.7336279013492997
0,AL445123.2,0.6500408,-0.8806569,0.5157633338566662,0.7396266299666762
0,ATXN2-AS,0.64983195,-1.0039989,0.5158895744017566,0.7396266299666762
0,AC022211.3,0.63058794,-0.76722574,0.5283992541287668,0.7564770996832738
0,AL121936.1,0.62226856,-0.85329485,0.5338499740537711,0.7629371431854259
0,AC091564.5,0.62076914,-0.6938345,0.5348358881802201,0.7635059074664098
0,AC013439.2,0.61837846,-0.63385206,0.5364150308655067,0.7652140240592107
0,AL450992.2,0.61761403,-0.54892457,0.5369187877408071,0.7653867252185419
0,MTRNR2L4,0.6163329,-0.84476346,0.5377597141545235,0.7660394788525976
0,LINC01289,0.59499365,-0.7882941,0.5519324501206012,0.7844965988113058
0,AL157871.5,0.5947095,-0.69167703,0.5521223482822013,0.7844965988113058
0,ACOXL,0.59396833,-0.9341507,0.5526135756987889,0.7844965988113058
0,DENND1C,0.5925427,-0.8679653,0.5535619671345791,0.7851942796235164
0,AC021851.1,0.56760204,-0.88346356,0.5703808445103967,0.8067621563089064
0,AC012291.3,0.55295783,-0.8255862,0.5803642221791151,0.8197234776541175
0,FP325332.1,0.55073756,-0.70394826,0.5818897951872719,0.820719034114629
0,LINC02158,0.5463684,-0.98105496,0.5848836735094312,0.8237798218442692
0,MIOX,0.54284286,-0.7177254,0.5873107685858974,0.8266161415705804
0,APOBEC3A,0.53721285,-0.5566424,0.5911925410573604,0.8314944318668923
0,Z93930.3,0.5335374,-0.7081608,0.5937318923642525,0.8344791178696451
0,LINC01136,0.51679605,-0.714735,0.6053652839336614,0.8478505377222149
0,EGFR-AS1,0.51280624,-0.40271285,0.6081557239351258,0.8505674460631131
0,AL451042.2,0.5048282,-0.6700044,0.6137445722783336,0.8577841681038904
0,AC010240.3,0.5015403,-0.5991146,0.6160553608497725,0.8604125151533136
0,AC087203.3,0.49799043,-0.5971853,0.6185565676311517,0.8627009311452605
0,AC239803.1,0.49708992,-0.5060931,0.6191905905487871,0.8629834014617241
0,AL445989.1,0.4923459,-0.7656271,0.6225390568479622,0.8670460401782203
0,AC091152.2,0.48916963,-0.5406034,0.624785324454951,0.8695689971537245
0,CSN1S1,0.48779172,,0.6257547890252877,0.87031264120346
0,STRIP2,0.48505545,-0.59327126,0.6277003470703244,0.8718060375976728
0,AC026150.1,0.48151213,-0.5023995,0.6302172858345692,0.8746943592429828
0,FBXW12,0.47738603,-0.42610842,0.633151194103083,0.8781569959820846
0,GALNT14,0.46848992,-0.6671933,0.6394932961799573,0.8863385948440157
0,LINC01772,0.46085444,-0.5165581,0.6449625687756882,0.8932999567530309
0,AC129492.4,0.4561386,-0.65874505,0.6483488900618254,0.8967481190343367
0,ADAMTS19,0.44995946,-0.42091843,0.6527996774057703,0.9015337227789804
0,SPTBN4,0.44945246,-0.6208372,0.6531611821533713,0.9015337227789804
0,AC015563.1,0.44696283,-0.40424848,0.6549584867594964,0.9033910162199951
0,LINC02656,0.43880662,-0.46651906,0.6608572506385716,0.9102716950944513
0,PRAM1,0.42965767,-0.52887106,0.6674985312190722,0.9168935868393849
0,NDRG4,0.42830724,-1.1901,0.6684792871686003,0.9176105520502406
0,DCTN1-AS1,0.42589945,-0.41597226,0.6702368151016185,0.9193920646112737
0,PATL2,0.42298496,-0.93175167,0.6723560682984131,0.9216669887572488
0,AP006261.1,0.41364115,-0.4407736,0.6791898742700189,0.9291740768405518
0,BCL2L15,0.41358912,-0.54591256,0.6792262501704434,0.9291740768405518
0,AC104472.1,0.40357724,-0.4141192,0.6865760536076722,0.9384887843057739
0,DNMT3B,0.4030333,-0.61959976,0.6869737901118265,0.9384887843057739
0,GNAS-AS1,0.38902104,-0.5014908,0.6973089108094298,0.9487196065434419
0,AC083843.2,0.38804826,-0.45634136,0.6980267772926116,0.9490506829267323
0,AC022973.3,0.38450998,-0.33289817,0.7006498514418327,0.9519699068503161
0,AC069503.4,0.37750012,-0.36765587,0.7058483250428926,0.9577317843187145
0,AC025262.1,0.37515894,-0.30706975,0.7075897830233422,0.9594437735909724
0,AP000654.1,0.37343332,-0.375429,0.7088734884911467,0.9605331822373262
0,AC006273.1,0.3718735,-0.42638025,0.7100318199713087,0.9614513472868093
0,SPX,0.3699863,-0.47399604,0.7114375469329718,0.9620521256700091
0,AC007405.1,0.3693171,-0.33689377,0.7119361211695396,0.9620758394182968
0,HAL,0.3672062,-0.29551682,0.7135118129351111,0.9635541025457273
0,MAMDC2-AS1,0.36419973,-0.49710464,0.7157532929704933,0.9652775360357293
0,AL355310.1,0.3624245,-0.27069554,0.7170795086676145,0.9657636480371912
0,MEFV,0.35793522,-0.26430494,0.7204357419905667,0.9676772894436338
0,AC069549.2,0.35793522,-0.33747464,0.7204357419907197,0.9676772894436338
0,MKX,0.35793522,-0.28756022,0.7204357419907854,0.9676772894436338
0,PDE11A,0.35503075,-0.6229811,0.7226095163301868,0.9679789685459429
0,AL356417.1,0.3544061,-0.3752668,0.7230802895038193,0.9679789685459429
0,AC015726.1,0.3536057,-0.46925136,0.7236771973114628,0.9681300298481108
0,PKHD1L1,0.3515113,-0.4010266,0.7252462869171492,0.9689329150529715
0,AC133919.1,0.34931672,-0.42174476,0.7268937823569037,0.9704856907301785
0,AC097369.2,0.34829858,-0.3380294,0.7276579046537981,0.9708577780571022
0,AL356804.1,0.34249014,-0.3725815,0.7320224652556546,0.9760299536742062
0,AL590787.1,0.33343616,-0.3543447,0.7388442088258491,0.9825055968428844
0,LINC01871,0.32955736,-0.5020154,0.7417719013492685,0.9857433904973668
0,DOCK2,0.31991592,-0.41050643,0.749068521945635,0.9941188081561182
0,GGN,0.3161817,-0.34366372,0.7519019809075532,0.9972174813097523
0,AC100835.1,0.31402683,-0.26937407,0.7535389001763343,0.9987261765093894
0,AL162386.2,0.3074358,-0.4415104,0.7585490571182821,1.0
0,RNF222,0.30259472,-0.31514204,0.7622361401556361,1.0
0,AC092849.2,0.2903265,-0.24144328,0.7716018190660554,1.0
0,IPCEF1,0.28752923,-0.57950085,0.7737397350886005,1.0
0,AC068418.2,0.28296465,-0.25026938,0.777237630998915,1.0
0,AC012065.3,0.2753323,-0.20643348,0.7830936084093123,1.0
0,AC118758.3,0.27168673,-0.21142603,0.7858950708822213,1.0
0,AC009120.4,0.26763675,-0.2768485,0.7890097533861369,1.0
0,ADRB1,0.26617235,-0.30081525,0.7901371134418862,1.0
0,FOLR2,0.26539052,-0.22358887,0.7907384890479835,1.0
0,SPDYE5,0.26382023,-0.20696482,0.7919495892561378,1.0
0,AC074099.1,0.26316282,-0.33919877,0.79245573049052,1.0
0,AL359094.1,0.2569727,-0.27096656,0.7972293987485664,1.0
0,FIGNL2,0.2562726,-0.26599118,0.7977709098315642,1.0
0,AL392089.1,0.24804713,-0.21889985,0.8041267263024481,1.0
0,FCGBP,0.24735999,-0.27597144,0.8046575464973815,1.0
0,AL157936.1,0.24608053,-0.20789255,0.8056483636774981,1.0
0,SLC47A1,0.24519524,-0.22819072,0.806333747898235,1.0
0,AL451064.1,0.24173833,-0.17247982,0.8090114962895494,1.0
0,LHX4,0.23352222,-0.22978649,0.815383595761773,1.0
0,DEPDC7,0.23101443,-0.25513035,0.8173308770375942,1.0
0,AC092574.1,0.22774073,-0.2611477,0.819873999227348,1.0
0,AC126121.3,0.22237283,-0.21107641,0.8240498074908559,1.0
0,AC010201.2,0.22075583,-0.1747326,0.8253085031635709,1.0
0,AC093227.1,0.21506085,-0.22097372,0.8297438109983667,1.0
0,LINC02694,0.21003915,-0.14200312,0.8336613954479086,1.0
0,AC092384.3,0.20651345,-0.14447062,0.8364132793795701,1.0
0,AC109460.2,0.20651345,-0.14537673,0.8364132793797644,1.0
0,LPAR5,0.20484129,-0.15003619,0.8377188049097553,1.0
0,LINC01902,0.20102948,-0.19517635,0.8406992130053742,1.0
0,AL122023.1,0.19563326,-0.18842699,0.8449193527844583,1.0
0,HBB,0.16750094,-0.24009444,0.866993541463867,1.0
0,AL122058.1,0.16675031,-0.12686095,0.8675852433264537,1.0
0,AC127024.2,0.16552222,-0.15877138,0.8685523135825532,1.0
0,AC002059.1,0.14511587,-0.13375475,0.884635879841813,1.0
0,DISP2,0.14509778,-0.1634073,0.8846500266317163,1.0
0,AC005180.2,0.13848454,-0.14688082,0.8898736083592154,1.0
0,AL365434.2,0.13805404,-0.18909676,0.8902138659306691,1.0
0,CNDP1,0.13289762,-0.10685557,0.8942899354873145,1.0
0,MSGN1,0.13033408,-0.120295696,0.8963171118464879,1.0
0,TTC16,0.12291777,-0.11814902,0.902185765586118,1.0
0,NCMAP,0.12253086,-0.18560971,0.9024926650074472,1.0
0,HIST1H2BH,0.11778873,-2.3906643,0.9062476974357354,1.0
0,AC233976.1,0.117290124,-0.0962729,0.9066433152823918,1.0
0,CALB1,0.1090806,-0.092744045,0.9131508121784218,1.0
0,AL022328.2,0.106592245,-0.12033937,0.9151244333973221,1.0
0,SLC22A1,0.104257494,-0.101456314,0.9169767652528571,1.0
0,BOK-AS1,0.0964515,-0.069792904,0.9231728006401195,1.0
0,AC005821.1,0.08893931,-0.07415128,0.929140138579851,1.0
0,AL359880.1,0.08858656,-0.07637233,0.9294203332460051,1.0
0,HOXA11,0.08767945,-0.08727344,0.9301415080879857,1.0
0,LHX1,0.08646281,-0.06808076,0.931108260449897,1.0
0,MALAT1,0.07691375,,0.9386980270545247,1.0
0,AC008119.1,0.074383,-0.053976234,0.940713999239807,1.0
0,DSG2-AS1,0.073477834,-0.05638502,0.9414339609852638,1.0
0,SALL1,0.06876323,-0.044522017,0.9451855923637373,1.0
0,AC025265.1,0.06421358,-0.073921256,0.9488075998358929,1.0
0,MCOLN2,0.05842679,-0.063244626,0.9534150058830408,1.0
0,AC024267.4,0.058372878,-0.034866016,0.9534578488388163,1.0
0,AC097382.2,0.055018213,-0.05022201,0.9561300550479873,1.0
0,LRRC20,0.048185848,-0.06344124,0.9615734773545188,1.0
0,MYO1G,0.04705974,-0.06559601,0.9624706251646937,1.0
0,AC026202.2,0.035659596,-0.03318823,0.9715577001794398,1.0
0,SOX2,0.03290384,-0.03035896,0.9737549515937856,1.0
0,AC100814.1,0.03144556,-0.026892552,0.9749176953767476,1.0
0,AC010476.2,0.018112542,-0.014664242,0.9855510398692633,1.0
0,SEPTIN7-AS1,0.015780387,-0.0125039695,0.9874112776631909,1.0
0,LINC00243,0.0,0.92528933,1.0,1.0
0,PLA2G2D,0.0,0.2649349,1.0,1.0
0,AC026367.2,0.0,0.847112,1.0,1.0
0,MYF6,0.0,1.3760849,1.0,1.0
0,COL24A1,0.0,0.9960312,1.0,1.0
0,Z99756.1,0.0,0.17140897,1.0,1.0
0,SLC1A7,0.0,1.5204438,1.0,1.0
0,LINC02801,0.0,1.0202032,1.0,1.0
0,KLRC4,0.0,0.6656455,1.0,1.0
0,KLRK1,0.0,4.1773334,1.0,1.0
0,TESPA1,0.0,1.1096362,1.0,1.0
0,P2RX2,0.0,0.5193063,1.0,1.0
0,AP002383.2,0.0,0.17140897,1.0,1.0
0,ANGPTL5,0.0,1.0738978,1.0,1.0
0,MMP12,0.0,0.3519858,1.0,1.0
0,GUCY1A2,0.0,,1.0,1.0
0,XIRP1,0.0,1.0781395,1.0,1.0
0,AC099541.1,0.0,0.7166993,1.0,1.0
0,CCR9,0.0,0.17140897,1.0,1.0
0,AL445985.2,0.0,0.36936563,1.0,1.0
0,LINC00892,0.0,1.0939298,1.0,1.0
0,GFI1,0.0,0.81383294,1.0,1.0
0,IL2RG,0.0,,1.0,1.0
0,PGAM4,0.0,0.2979799,1.0,1.0
0,TBX5,0.0,2.0700705,1.0,1.0
0,KIF5A,0.0,1.037945,1.0,1.0
0,AL023754.2,0.0,0.9904464,1.0,1.0
0,AL606468.1,0.0,1.8979397,1.0,1.0
0,AC011700.1,0.0,0.42498952,1.0,1.0
0,AL359732.1,0.0,0.7598035,1.0,1.0
0,LINC00184,0.0,0.24864589,1.0,1.0
0,FCGR3B,0.0,0.33535478,1.0,1.0
0,FCGR2B,0.0,1.0398921,1.0,1.0
0,ILDR2,0.0,0.43766597,1.0,1.0
0,AC007780.1,0.0,0.9058516,1.0,1.0
0,AC005540.1,0.0,0.398292,1.0,1.0
0,AC013264.1,0.0,0.3448217,1.0,1.0
0,CD28,0.0,0.8600486,1.0,1.0
0,AC105053.1,0.0,0.36486426,1.0,1.0
